Id,SalePrice
1461,119416.75307917439
1462,160573.7250232321
1463,189328.24992877664
1464,192795.7902729012
1465,185778.17686341688
1466,179380.9825507659
1467,165232.70463948252
1468,171131.27881643086
1469,192341.3647300813
1470,121839.48745691162
1471,179307.30688545053
1472,88373.68356860764
1473,90329.23854719708
1474,149600.5674421941
1475,131664.46006162922
1476,405844.0225681852
1477,249971.2879992168
1478,278174.50720456766
1479,329516.4724325257
1480,449869.3691820313
1481,349637.31612435286
1482,218239.80216909404
1483,180839.45506380143
1484,173627.61029372655
1485,182948.32319788678
1486,190665.11334838084
1487,315376.5691737414
1488,220477.33147809925
1489,244315.03317922715
1490,227121.02327378164
1491,194159.55410782882
1492,66585.4110359599
1493,173606.80527446282
1494,267803.44760478433
1495,292477.0505137145
1496,247531.4155289029
1497,185133.01513083777
1498,162759.35873506684
1499,174280.78823043584
1500,169667.85410072736
1501,164885.96725707655
1502,164790.7449241191
1503,284451.4785371997
1504,263086.90404869994
1505,211333.57018815988
1506,185684.15267116408
1507,236120.44095471784
1508,187334.06145715117
1509,171894.61011256845
1510,135607.78410707347
1511,139880.62568943604
1512,190960.08957100703
1513,140105.48201191518
1514,146339.56617352314
1515,183395.20003733886
1516,132978.08665106902
1517,162573.51457976562
1518,126141.38256139019
1519,214850.25079060852
1520,134654.2079510491
1521,137016.32876285698
1522,168891.78315767882
1523,116305.21672802187
1524,130483.22586221526
1525,124364.89721411838
1526,110753.13857263263
1527,96103.27343916307
1528,126320.72292912782
1529,135744.46828960592
1530,185800.2769480327
1531,121348.12113423987
1532,94096.22602468479
1533,139011.70462309007
1534,126788.22293642414
1535,134791.13531783878
1536,117389.43300419857
1537,44562.22928222295
1538,172945.70365095045
1539,176182.2815010469
1540,112054.75948845463
1541,128135.59662962129
1542,144960.35737736855
1543,172556.5211645615
1544,86178.32055462527
1545,105765.92604238285
1546,125607.3710529139
1547,138994.69749969192
1548,132724.22602748987
1549,126669.58383068042
1550,139875.67226981328
1551,96582.89755726357
1552,138270.62346974114
1553,133998.53749329213
1554,119841.01214716493
1555,186705.85230417704
1556,105744.9094265516
1557,89568.60958305055
1558,88929.28109183606
1559,104893.91672310504
1560,130009.674490249
1561,152481.24165209965
1562,131503.77114038082
1563,116476.54933438607
1564,164007.9910423481
1565,161928.54152857614
1566,236598.43190951683
1567,77544.77000522793
1568,231767.87644209064
1569,135481.1690646482
1570,142279.84928599247
1571,121403.36208414723
1572,138662.29737699864
1573,219670.91178976628
1574,106787.51575127382
1575,223082.13586479268
1576,202664.01517210703
1577,199456.7091680845
1578,163384.78345256115
1579,127297.04786709191
1580,189112.48046912407
1581,152408.9574453355
1582,121310.20340356002
1583,309059.0303347836
1584,246559.19654079748
1585,136168.52594388503
1586,50506.970864368806
1587,103806.06898460434
1588,152221.43560145114
1589,92149.57342537907
1590,137608.4195052371
1591,97888.95732363516
1592,115244.48603833554
1593,126103.11470030904
1594,155821.00787272054
1595,116752.56830294033
1596,217416.6943451957
1597,179730.10406568355
1598,207581.21117644105
1599,165115.56132959877
1600,176605.52393968392
1601,69417.97059552833
1602,115672.04557766709
1603,89037.39061255046
1604,285653.61775966774
1605,234190.12933421187
1606,165067.64825067716
1607,170381.74025265253
1608,218824.6767760764
1609,184099.96222472825
1610,162191.18263522765
1611,144173.18917234082
1612,199237.6404445308
1613,165296.23319545915
1614,123581.15026302905
1615,89189.59206200889
1616,67266.09668064311
1617,83411.65079849349
1618,131413.61817972924
1619,115598.82668405575
1620,109198.77304958245
1621,146581.00556637085
1622,154933.68612203505
1623,263126.8828321433
1624,209825.2068765876
1625,111785.94285603413
1626,159608.2510963278
1627,181196.88806580112
1628,252127.30223761642
1629,184742.42696273202
1630,359802.879714138
1631,252825.45619604044
1632,252042.8601525684
1633,177967.39011497088
1634,185123.44195342145
1635,164352.34129950663
1636,165084.52215843016
1637,171248.39456010424
1638,214610.18465790874
1639,180269.85951793115
1640,273393.45911030035
1641,195051.4668781213
1642,242730.02675842846
1643,230219.03063084785
1644,234041.2830381005
1645,196757.92960677622
1646,150978.29601552951
1647,162988.89580197283
1648,131905.57241197457
1649,147289.53459442445
1650,117466.1712848625
1651,111789.17099683706
1652,85156.69643303922
1653,88973.26566494886
1654,150461.14910463223
1655,138877.7243053302
1656,144765.66636354962
1657,157225.51315292914
1658,139449.92622022622
1659,143581.99920565932
1660,151879.79885287085
1661,372099.21424590395
1662,382096.6525947965
1663,416711.5045594515
1664,308188.94259806926
1665,311473.40919547057
1666,239449.94531052784
1667,286429.0380849988
1668,359666.4175860228
1669,315879.5125680622
1670,350613.4422327425
1671,254506.45135684984
1672,491584.26082214963
1673,282398.11713949556
1674,264396.40756855684
1675,187217.34839839913
1676,196334.74551524097
1677,216673.0629294922
1678,460878.85690628295
1679,365724.24501173873
1680,346972.17496755254
1681,285890.03519017383
1682,358143.3231524122
1683,197185.43942276936
1684,164350.71641513266
1685,174049.88631372547
1686,175364.56222691547
1687,176992.0301188442
1688,188596.8328896395
1689,185888.5592948848
1690,181201.87039583403
1691,177449.94770741323
1692,276937.3828424088
1693,176154.81432377986
1694,186476.7531070184
1695,169878.273930408
1696,248001.677991176
1697,170816.4017405365
1698,374651.74176134256
1699,302275.7569636838
1700,268590.423186398
1701,283938.75107328343
1702,240276.6932571448
1703,240529.3992750811
1704,269287.20000628644
1705,265484.43712815474
1706,369639.2676158845
1707,215151.93184411636
1708,211859.1914789334
1709,275627.02435336687
1710,250412.81540860297
1711,260849.6512121905
1712,285753.6286235304
1713,224448.18362816644
1714,227105.33503356925
1715,216247.25189836186
1716,183521.16097203537
1717,177889.3479931669
1718,142129.00354774622
1719,198461.81626184957
1720,218579.48458794085
1721,177254.618587386
1722,135234.42673884798
1723,152682.93599548092
1724,213680.28260808662
1725,232039.72004630373
1726,207129.30408822407
1727,166330.30195217783
1728,179893.0925128046
1729,149546.26791886264
1730,114123.23556920406
1731,131022.10956580988
1732,118356.82099083174
1733,121204.19728277042
1734,117682.0252152509
1735,130655.39387396276
1736,119314.77645184635
1737,300308.3526698284
1738,244961.89933456745
1739,272154.6281219306
1740,228762.30836828437
1741,182905.86403298128
1742,165233.97073889553
1743,160163.98680583792
1744,354232.18513940496
1745,259563.61845401998
1746,179848.5061530283
1747,229681.66962636702
1748,241066.68310585569
1749,161076.74585455432
1750,132104.51586910125
1751,270165.56506111467
1752,121800.76893806613
1753,145836.90349921724
1754,178110.24146438547
1755,161604.67813198504
1756,150498.20769324238
1757,127028.90669383011
1758,144033.09694851702
1759,164033.92284158437
1760,163105.37721410705
1761,134286.2105102145
1762,186629.70171698203
1763,169894.4950171661
1764,123159.74768614757
1765,167626.452101822
1766,189721.89742179695
1767,193963.35100946546
1768,145447.65594730194
1769,181573.75005764104
1770,152547.38168764737
1771,129259.10947447766
1772,135460.97050849357
1773,135413.24839830046
1774,138365.62961948462
1775,145788.13937827354
1776,129803.64246711209
1777,105088.65667004311
1778,134410.9401641219
1779,116618.01525046716
1780,167743.42646838728
1781,135086.05928114048
1782,75098.83653874086
1783,138646.72434823163
1784,91795.47328130365
1785,118503.60481299135
1786,151853.72407381283
1787,157338.20246059177
1788,56062.38916610241
1789,98992.46189709159
1790,66333.38336770053
1791,184488.4484687051
1792,176971.65972875402
1793,124174.38536958233
1794,139955.1594357129
1795,133754.221503255
1796,170619.95977918923
1797,92572.59632293516
1798,130833.86953127793
1799,112802.6681565835
1800,136360.39119343896
1801,121803.91222638398
1802,127233.53114050714
1803,144774.31705063884
1804,128209.85345844559
1805,139186.43683258147
1806,121199.16520487242
1807,137322.1073870595
1808,140772.86843037183
1809,116222.83398373528
1810,140061.14620654943
1811,93721.8044086699
1812,92845.83009223688
1813,121948.73185691051
1814,91724.30173991164
1815,53985.96355478947
1816,106839.55002001334
1817,98802.80972891621
1818,158652.3607042101
1819,119262.25868848736
1820,70602.49449819808
1821,123276.28569497191
1822,152413.79539302678
1823,53030.70075460033
1824,124370.37372217477
1825,150442.33528220607
1826,108235.41871487793
1827,88632.42001747788
1828,168859.47929212538
1829,104548.67208470071
1830,140992.0486657212
1831,142094.67354286253
1832,84242.66178489562
1833,133696.0640770655
1834,147868.2164734556
1835,144258.4069800091
1836,120412.64242738338
1837,97161.69536959947
1838,136998.84827807182
1839,109989.5085367464
1840,204431.8149958304
1841,151495.23537642352
1842,93399.92897880902
1843,135808.25669571475
1844,150245.08418192185
1845,150199.43410639852
1846,164685.7122464639
1847,192537.78181389158
1848,55447.15234596591
1849,105880.92494791823
1850,99467.44893579862
1851,165842.6429434306
1852,123475.0292376817
1853,146768.46327574656
1854,187969.10571405993
1855,164490.8120951083
1856,215106.53255568942
1857,145994.20196083034
1858,136051.97796554925
1859,124501.50309413021
1860,155257.19990843014
1861,120637.12802530716
1862,271197.4102346425
1863,240830.7150792376
1864,240830.7150792376
1865,330072.47956423846
1866,354313.18804038694
1867,239916.02566590268
1868,261332.7827553813
1869,204630.60504541997
1870,212057.19183549145
1871,273700.13787418045
1872,173859.53955809746
1873,249870.93428058363
1874,138868.89620165556
1875,193315.74001372466
1876,189694.768215584
1877,208276.17425734526
1878,211421.27078628496
1879,128454.56958379471
1880,118836.19050278109
1881,226533.08034430534
1882,264899.54234910815
1883,185336.37741837106
1884,212632.85628529132
1885,240086.35082280278
1886,266954.2307279596
1887,208681.90266149465
1888,268284.3602391425
1889,192972.77430517494
1890,131945.1318563599
1891,163702.18120530268
1892,103302.65903582552
1893,140408.2739839591
1894,129616.98671018134
1895,133950.80566646645
1896,128257.30853579236
1897,115985.27161618616
1898,116822.27915273496
1899,170675.86625745968
1900,163234.00241481172
1901,197806.6335810712
1902,114517.08919919557
1903,252947.67857169636
1904,142864.71066957744
1905,222527.526640084
1906,163416.47940846317
1907,190435.12786687628
1908,126676.14993126992
1909,139113.58064427215
1910,126842.61252696626
1911,212185.38390734224
1912,274914.64805558545
1913,152842.9733851324
1914,68382.07500933895
1915,380553.14700132253
1916,45874.16487819404
1917,246619.71423789047
1918,134538.43210287686
1919,165047.35568847976
1920,150109.50152901135
1921,332522.61394498433
1922,297153.270593452
1923,213258.8372947703
1924,243719.3358089747
1925,216281.49977832212
1926,430011.89573052496
1927,131345.77785540873
1928,160281.1365506332
1929,129449.70901039433
1930,157214.7843129313
1931,136903.24723527176
1932,141920.51231097087
1933,171497.1892447172
1934,170524.48246161055
1935,163734.15669337552
1936,186358.88882063082
1937,190887.93596978203
1938,163104.80372631163
1939,276710.5670535374
1940,184266.11450833487
1941,176727.60400881455
1942,201213.51907927994
1943,204440.25394914864
1944,352482.0288269889
1945,432895.2555514714
1946,129156.55540155865
1947,300716.1164042669
1948,173832.4422048922
1949,232282.63466361378
1950,173627.28407032823
1951,244131.31137767623
1952,253500.71637594106
1953,181311.06997958466
1954,193602.23159030304
1955,133578.35544789757
1956,258972.58200941904
1957,162563.14714816175
1958,301286.78378248523
1959,134879.27040289892
1960,120529.8167141104
1961,130975.24745303414
1962,86491.23026948169
1963,102310.81722440095
1964,119278.29311580319
1965,153366.50772058868
1966,136540.2215341488
1967,297505.9252591056
1968,361747.6333786937
1969,381646.7491968678
1970,446344.2307860523
1971,467727.71936811006
1972,376894.66240671906
1973,280212.478060441
1974,322297.93544415035
1975,347767.7350899656
1976,288219.0039710905
1977,350328.5738910045
1978,411610.38390055706
1979,325178.7255509562
1980,207734.64674322307
1981,323411.7041474599
1982,218622.4643936625
1983,212552.81908679334
1984,176832.7936630078
